"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Axis [s]251",13.564,0.995196028485131,0.992465150191794,0.936999092184519,0.972302041283888,0.977007742854753,0.984408225058773,0.987193011455552,0.980305151364391,0.977187672758355,1.0263529188944,0.98270702464102,0.94928510067036,0.945243232003112,0.936030522339847,0.978124840180113
"Axis [s]252",13.637,0.995394014762498,0.992479125255839,0.937046283054492,0.972358552721606,0.977267618572386,0.984431507233665,0.98732115115328,0.980364351154149,0.97723981017384,1.02650335293619,0.982743584585069,0.949437830109707,0.945282575067831,0.936124957860143,0.978254040950638
"Axis [s]253",13.704,0.99557228575288,0.992491488459272,0.937088410897946,0.972413611865264,0.977524778922186,0.984454076155773,0.987436467174972,0.980422985494225,0.977290675949917,1.0266492587449,0.982779201089756,0.949588406225605,0.945320864685716,0.936217531136564,0.978370208697406
"Axis [s]254",13.773,0.995752499287086,0.992503773947608,0.937130643702712,0.972468835987288,0.977783030177868,0.984476596330461,0.987552977302879,0.9804818567985,0.977341763696955,1.0267950285342,0.982814920365329,0.949743457355299,0.945359225961787,0.936310960096589,0.978485795606954
"Axis [s]255",13.84,0.995924268299865,0.992515284668929,0.937171150602635,0.972521060948377,0.978038542979278,0.984497783941587,0.987663968453369,0.980536826049601,0.977390142811267,1.02693641048965,0.982848696030684,0.949889724450507,0.945395463181314,0.936399865457332,0.978599096577699
"Axis [s]256",13.907,0.996092921869168,0.992526397288634,0.937210009112187,0.972571943774069,0.978287648158902,0.984518322467191,0.987772888990033,0.980590479271331,0.977437341951703,1.02707766064301,0.98288160010575,0.950036066175273,0.945430730115877,0.936487017627508,0.978708539599488
"Axis [s]257",13.976,0.996263413185313,0.992537440054411,0.937248407435134,0.972622979064273,0.978545127481326,0.984539108846668,0.987882937407177,0.980645163285642,0.977484747062426,1.02721871568646,0.982915070870255,0.950184525258425,0.945466567897868,0.936576236906028,0.978817435407594
"Axis [s]258",14.043,0.996425915547807,0.992547786423721,0.937285243174275,0.972671242684361,0.978788939503906,0.984558381377846,0.987987772932189,0.980696222784851,0.977530300456541,1.02735352630541,0.98294626212442,0.950324573763025,0.945499930938085,0.936659911077153,0.978922623264511
"Axis [s]259",14.11,0.996585470539778,0.992557774960865,0.937321642681714,0.972718958580959,0.979030204004297,0.984577063492253,0.988090652680667,0.980746059858809,0.977574081130925,1.02748624602795,0.982976648479736,0.950462647731939,0.94553240065214,0.936741935215408,0.979027285183514
"Axis [s]260",14.18,0.996749079444407,0.992567700710064,0.93735758910819,0.972766778468094,0.979283121779978,0.984596236737737,0.988196089436687,0.980794703773835,0.977618681944935,1.02762464353632,0.983007993641893,0.950598775004029,0.945565860552149,0.936827091785598,0.979132863724602
"Axis [s]261",14.247,0.996902773083175,0.992577136844551,0.937391566207512,0.97281134657045,0.97951922271113,0.984613759147735,0.988295082902049,0.980842183095575,0.977660920498879,1.0277531582634,0.983036786998506,0.950732983025661,0.945596564939999,0.936905819163807,0.979231904257678
"Axis [s]262",14.314,0.997053679118774,0.992586110288928,0.937424653704336,0.97285476931192,0.979752856691283,0.984630744756176,0.988392229578391,0.980889208916261,0.97770151533078,1.0278796797426,0.983064837334671,0.950865298856236,0.945626447189555,0.936982994058614,0.979329014608215
"Axis [s]263",14.385,0.997210608523285,0.992595154197259,0.937458771635293,0.972897076127269,0.979984049496953,0.984647210008053,0.988493198929338,0.98093775632493,0.977741120048625,1.02800423888896,0.983092566295454,0.951005410200305,0.945655529314327,0.937058647084587,0.979429857974504
"Axis [s]264",14.452,0.997355931224045,0.992603626925124,0.937490099531751,0.972938295694811,0.98021282663532,0.984663405324738,0.988586649619259,0.980981810798149,0.977779758801444,1.02812686613803,0.983119177231595,0.951133885096058,0.945683832738393,0.937132808252585,0.979523110441848
"Axis [s]265",14.519,0.997498618148696,0.992611684202426,0.937520607188238,0.972978455955856,0.980439213347042,0.984678870015388,0.988678356924326,0.981024810554788,0.977817455149268,1.02824937906893,0.983145101465246,0.951260548631761,0.945711378312185,0.937206581108123,0.97961454552919
"Axis [s]266",14.586,0.997638717103369,0.992619462816469,0.937550316080618,0.973020463502325,0.980683181655805,0.984694741254784,0.988768353368547,0.98106678084602,0.977856940382849,1.02837523967872,0.983172586334475,0.951385426345673,0.945740157902456,0.937283085088051,0.979704198655109
"Axis [s]267",14.653,0.997776275027112,0.992626972404903,0.937579247122464,0.973058512123255,0.980904653763055,0.984709245964698,0.988857976484457,0.981107746318472,0.977892754260292,1.02849211275041,0.983197132331609,0.951508543415992,0.945766195318047,0.937353850738875,0.979792104547922
"Axis [s]268",14.721,0.997913335207363,0.992634222272055,0.937607835544943,0.973097765728552,0.981127065383172,0.984723925713884,0.988944622006168,0.981150676290429,0.977929239036038,1.0286139856839,0.983221397102909,0.951640710779303,0.945793026762288,0.937422190567665,0.97987829725913
"Axis [s]269",14.793,0.998055709119217,0.992641836252583,0.937637278205316,0.973133827750511,0.981343899477013,0.984737536353686,0.98903718781356,0.981189633205983,0.977963791413671,1.02872715583392,0.983245026492921,0.951760228609306,0.945817648565411,0.937490172564887,0.979970297664682
"Axis [s]270",14.861,0.998187626146794,0.992648572049277,0.937664324860342,0.973168963010341,0.98156165340873,0.984750923857474,0.989120490028583,0.981227657446563,0.977996999178399,1.02883857072861,0.983267703151942,0.951878061364406,0.945841611097054,0.937555824162759,0.980053017603359
"Axis [s]271",14.928,0.998315228287068,0.992655265504753,0.937691034853545,0.97320420354892,0.98178340022532,0.984763895207973,0.989203446684674,0.981265865454141,0.97802987451688,1.02895150554486,0.983290120002313,0.951997675314984,0.945865275311455,0.937623032910218,0.980135323943419
"Axis [s]272",14.996,0.99844236870814,0.992661628787241,0.937716281538151,0.973237530212859,0.981993376465334,0.98477628137656,0.989283647229739,0.981302064603871,0.97806147050478,1.02905944080267,0.983311633010982,0.952112160322853,0.945888296567162,0.93768606453667,0.980214827715623
"Axis [s]273",15.063,0.998565350480412,0.992667680053417,0.937740867203596,0.973270000410956,0.982201158724101,0.984788288093087,0.989363515082393,0.981337917995663,0.97809275020112,1.02916570199768,0.983332899543056,0.952225031213284,0.945910367433419,0.937747853195858,0.980292782053589
"Axis [s]274",15.133,0.998691456926862,0.992673607680562,0.937765514124104,0.973303033505089,0.982415925978072,0.984800268875879,0.989441870920278,0.981373408414292,0.978124141435682,1.02927341280751,0.983354210031563,0.95234125654535,0.945932479604821,0.937811107381982,0.980372604559639
"Axis [s]275",15.2,0.99880992088621,0.992679244653258,0.937788810761577,0.973333820326402,0.982619293138744,0.984811540731905,0.989517623502453,0.981407032857423,0.978153438239251,1.02937635532261,0.983374069179488,0.952450897421525,0.945953367429508,0.937870430228815,0.980448590493462
"Axis [s]276",15.267,0.998926236217216,0.992684766451738,0.937811497436831,0.973363815953586,0.982820535374577,0.984822467272997,0.98959196286976,0.981439852291324,0.978182020489375,1.02947920187047,0.983393415856665,0.952558992477392,0.94597369596343,0.937928583244553,0.980521989072101
"Axis [s]277",15.337,0.999045506843992,0.992690171419423,0.937834565700513,0.973394331578202,0.98301967488831,0.984833525672898,0.989668149892468,0.981473302256405,0.978211138168344,1.02958190635561,0.983413372996211,0.952670300040528,0.9459943535447,0.93798558949796,0.980597146640497
"Axis [s]278",15.404,0.999157549257997,0.992695235530435,0.937856054400992,0.973422772119634,0.983216733650689,0.984843778702152,0.989740738549734,0.981504535121937,0.978238313108517,1.02968006417309,0.98343170542764,0.952775301751688,0.946013584637598,0.938042297263102,0.980667650035999
"Axis [s]279",15.471,0.999267559513803,0.992700124497708,0.937876980475407,0.973450481764259,0.983414628361598,0.984853717628377,0.989810915557254,0.981535020235455,0.978264825247811,1.0297766995747,0.98344956478566,0.952878823049857,0.946032300800252,0.938097061105668,0.980736779403931
"Axis [s]280",15.538,0.999375574469479,0.992705120941938,0.937898558244371,0.973477479295479,0.98361615180526,0.984863917837422,0.989882836767497,0.98156521416893,0.97829069075204,1.02987606133482,0.983466963278058,0.952980884807292,0.946051319911644,0.938153123857897,0.98080456152246
"Axis [s]281",15.606,0.999483198580776,0.992709668019403,0.937918371465542,0.973504170443092,0.983806978152393,0.984873239798334,0.989951361089554,0.981594246553768,0.978315925392729,1.02996965684416,0.983483912797598,0.953081507601971,0.946069025677543,0.938206479076284,0.980871022647881
"Axis [s]282",15.673,0.999587302404209,0.992714057834884,0.937937665928743,0.973529788222662,0.983998614009373,0.984882276179629,0.990017608793333,0.981622583868721,0.978340907422109,1.03006180069847,0.983500424930148,0.953182181737214,0.946086257355236,0.938258005296239,0.980936188524781
"Axis [s]283",15.744,0.999695561500367,0.99271829582733,0.937956455216311,0.973556217306904,0.984185444119294,0.984891035730081,0.990082620602081,0.981651872925453,0.978366332026808,1.03015385865249,0.983517694633753,0.953285760546962,0.94610302763887,0.93830851543255,0.981003859440986
"Axis [s]284",15.811,0.999795813612357,0.992722387247585,0.937975021989466,0.973580497528022,0.984370322095315,0.984899526930441,0.990146419572243,0.98167883059641,0.978389721765427,1.03024314555904,0.983533335016775,0.953382084916401,0.946119348882697,0.938358029522124,0.981066436486317
"Axis [s]285",15.878,0.999894247411584,0.992726395072239,0.937992833205168,0.973605546693878,0.984569558025994,0.984907758001653,0.99020902833013,0.981706693672192,0.97841388562668,1.03033104763647,0.983549244765821,0.953482678301412,0.946135466938125,0.938411582755649,0.981127793979242
"Axis [s]286",15.946,0.999992325035161,0.992730429702737,0.938011199110296,0.973628559193298,0.984750422506672,0.984916439404658,0.990275007982572,0.981732338869156,0.978436115525845,1.0304252703088,0.983564070989051,0.953576226338935,0.946152056043029,0.938459064384444,0.981188844685503
"Axis [s]287",16.013,1.0000871946279,0.992734101469413,0.938028063121626,0.9736509802918,0.9849293971866,0.984924152359784,0.990335217838033,0.98175737008955,0.978457803234424,1.03051034765339,0.983578514617532,0.953668455448143,0.946167285442163,0.938505609687882,0.981247816587787
"Axis [s]288",16.085,1.00018722681649,0.992737853954631,0.938045210784548,0.973673468572533,0.98511175997629,0.984931958392955,0.990396051171148,0.981782522283096,0.978479585585057,1.03059658562279,0.983592999922885,0.953762078720393,0.946182315903375,0.938551911277234,0.981310762037006
"Axis [s]289",16.152,1.00027856139745,0.992741268951414,0.938061184288125,0.973694735539634,0.985286959145314,0.984939195921638,0.99045400288532,0.981806352052769,0.978500213052354,1.03067900588758,0.983606697032312,0.953851687507733,0.946196514130815,0.938597286320872,0.981367357914688
"Axis [s]290",16.219,1.00036823940649,0.992744565839549,0.938076968623551,0.973715455964455,0.985462901531723,0.984946211727585,0.990510873471671,0.981829611309365,0.978520337412619,1.03076014782403,0.983620040684081,0.953940032906016,0.946210332187625,0.938641105923708,0.98142285080583
"Axis [s]291",16.288,1.00045889459898,0.992747842003445,0.938092333601395,0.973736238475637,0.98563697825455,0.984953112514768,0.99056915753852,0.981853317425786,0.978540549592711,1.03084239669848,0.983633422838756,0.954031003865957,0.946224176104627,0.938684696084397,0.981478870023999
"Axis [s]292",16.356,1.00054657955118,0.99275091156068,0.938107073315849,0.973756181794219,0.985806689569432,0.984959798789573,0.99062387983813,0.981875452275394,0.978559690138689,1.03092100446322,0.983646076823775,0.954116821093382,0.946237253486583,0.938726791989453,0.98153218967637
"Axis [s]293",16.423,1.00063139640747,0.992753874956393,0.93812142710899,0.973775323104542,0.98597462761979,0.98496618342369,0.99067837513562,0.981897375702911,0.978578363843872,1.03099839303104,0.983658404269248,0.954201428388732,0.946249980709579,0.938768667477749,0.981584470191946
"Axis [s]294",16.492,1.00071713747729,0.9927568197242,0.938136022332014,0.973794521769591,0.986148211226737,0.984972645106001,0.990731838757763,0.981919387731538,0.978597119038429,1.03107796494965,0.983670944023778,0.95428855015201,0.946262731751296,0.938810899464142,0.981637246566501
"Axis [s]295",16.559,1.00079886085607,0.992759578784375,0.938149818373328,0.973812677776394,0.986315021040418,0.984978636191363,0.990783526130892,0.981939940779308,0.978614879847117,1.03115291907931,0.983682629764349,0.954370736249396,0.946274776770264,0.938850506671407,0.981687479647873
"Axis [s]296",16.626,1.00087910198515,0.992762242421657,0.938163052997656,0.97383036718985,0.986477647682031,0.98498444373896,0.990834249241656,0.981960001762626,0.978632207467009,1.03122671067949,0.983694013951187,0.954452964280426,0.946286671836927,0.938889332834856,0.981736733746059
"Axis [s]297",16.696,1.00096138185038,0.992764889315316,0.93817651022752,0.973848363262991,0.986645741327142,0.984990403960235,0.990886233041512,0.981979582462102,0.978650108573548,1.03130365910439,0.983705757353078,0.954532832312621,0.946298579260887,0.938929641736397,0.981787168213891
"Axis [s]298",16.763,1.00103867527101,0.992767369286354,0.938189045994658,0.973865135590944,0.986807275415042,0.984995851000537,0.990935040086462,0.981998694376304,0.978666576959502,1.03137511274502,0.983716544726158,0.954611574290096,0.946309664429733,0.938966907376967,0.981834479500144
"Axis [s]299",16.83,1.00111456678987,0.992769763486879,0.938201253545145,0.973881717576815,0.986964758632858,0.985001131169973,0.990982936603485,0.982017348728508,0.978682643679047,1.03144545814832,0.983727053728125,0.954689206089032,0.946320611595758,0.939003438148807,0.981881554230581
"Axis [s]300",16.901,1.00119348749582,0.992772210320481,0.938213141472485,0.973897632728349,0.987120596354014,0.985006249580657,0.991032717825228,0.982036897650298,0.978698549562734,1.03151471250292,0.983737291542419,0.954770278464434,0.946331106828524,0.939039248543337,0.981929041238359
